"ensembl_gene_id"	"gene_biotype"	"external_gene_name"
"ENSRNOG00000034535"	"rRNA"	"RF00001"
"ENSRNOG00000035465"	"miRNA"	"Mir3065"
"ENSRNOG00000036658"	"protein_coding"	"Tbcd"
"ENSRNOG00000036659"	"protein_coding"	"Fn3k"
"ENSRNOG00000036660"	"protein_coding"	"Fn3krp"
"ENSRNOG00000036661"	"protein_coding"	"Rab40b"
"ENSRNOG00000036662"	"protein_coding"	"Wdr45b"
"ENSRNOG00000036663"	"protein_coding"	"Foxk2"
"ENSRNOG00000036664"	"protein_coding"	"Narf"
"ENSRNOG00000036665"	"protein_coding"	"AC110474.1"
"ENSRNOG00000036666"	"protein_coding"	"Cybc1"
"ENSRNOG00000036667"	"protein_coding"	"Hexd"
"ENSRNOG00000036668"	"protein_coding"	"Ogfod3"
"ENSRNOG00000036669"	"protein_coding"	"Uts2r"
"ENSRNOG00000036670"	"protein_coding"	"Tex19.1"
"ENSRNOG00000036671"	"protein_coding"	"Tex19.2"
"ENSRNOG00000036672"	"protein_coding"	"Sectm1a"
"ENSRNOG00000036673"	"protein_coding"	"Sectm1b"
"ENSRNOG00000036674"	"protein_coding"	"Cd7"
"ENSRNOG00000036676"	"protein_coding"	"Csnk1d"
"ENSRNOG00000036677"	"protein_coding"	"Slc16a3"
"ENSRNOG00000036678"	"protein_coding"	"Aspscr1"
"ENSRNOG00000036680"	"protein_coding"	"Notum"
"ENSRNOG00000036681"	"protein_coding"	"Myadml2"
"ENSRNOG00000036682"	"protein_coding"	"Pycr1"
"ENSRNOG00000036683"	"protein_coding"	"Sirt7"
"ENSRNOG00000036684"	"protein_coding"	"Pcyt2"
"ENSRNOG00000036685"	"protein_coding"	"Npb"
"ENSRNOG00000036686"	"protein_coding"	"Anapc11"
"ENSRNOG00000036687"	"protein_coding"	"Alyref"
"ENSRNOG00000036688"	"protein_coding"	"Arhgdia"
"ENSRNOG00000036689"	"protein_coding"	"P4hb"
"ENSRNOG00000036690"	"protein_coding"	"Ppp1r27"
"ENSRNOG00000036691"	"protein_coding"	"Mcrip1"
"ENSRNOG00000036692"	"protein_coding"	"Gcgr"
"ENSRNOG00000036693"	"protein_coding"	"Slc25a10"
"ENSRNOG00000036695"	"protein_coding"	"Mrpl12"
"ENSRNOG00000036696"	"protein_coding"	"Hgs"
"ENSRNOG00000036697"	"protein_coding"	"Mafg"
"ENSRNOG00000036698"	"protein_coding"	"Nploc4"
"ENSRNOG00000036699"	"protein_coding"	"Faap100"
"ENSRNOG00000036700"	"protein_coding"	"Fscn2"
"ENSRNOG00000036701"	"protein_coding"	"Actg1"
"ENSRNOG00000037220"	"protein_coding"	"AABR07031089.1"
"ENSRNOG00000039404"	"protein_coding"	"AABR07017662.1"
"ENSRNOG00000039434"	"protein_coding"	"Olr1645"
"ENSRNOG00000039435"	"protein_coding"	"Olr1644"
"ENSRNOG00000039487"	"protein_coding"	"AABR07017576.1"
"ENSRNOG00000039489"	"protein_coding"	"Tmem253"
"ENSRNOG00000039500"	"protein_coding"	"Rnase13"
"ENSRNOG00000039543"	"protein_coding"	"Rnase11"
"ENSRNOG00000039782"	"protein_coding"	"AABR07016992.1"
"ENSRNOG00000039829"	"protein_coding"	"Rpp14"
"ENSRNOG00000039871"	"protein_coding"	"RGD1306063"
"ENSRNOG00000040007"	"protein_coding"	"LOC102546495"
"ENSRNOG00000040020"	"protein_coding"	"AABR07016976.1"
"ENSRNOG00000040122"	"protein_coding"	"Myoz1"
"ENSRNOG00000042119"	"protein_coding"	"Trav12-3"
"ENSRNOG00000042253"	"protein_coding"	"Ecd"
"ENSRNOG00000042516"	"protein_coding"	"AC130146.1"
"ENSRNOG00000042612"	"protein_coding"	"Rnase12"
"ENSRNOG00000042653"	"protein_coding"	"Ndufaf8"
"ENSRNOG00000043089"	"protein_coding"	"AABR07017798.1"
"ENSRNOG00000043102"	"protein_coding"	"Bahcc1"
"ENSRNOG00000043459"	"pseudogene"	"Olr1629"
"ENSRNOG00000043746"	"miRNA"	"AC115418.1"
"ENSRNOG00000045632"	"protein_coding"	"AABR07017610.1"
"ENSRNOG00000045636"	"protein_coding"	"Fasn"
"ENSRNOG00000045711"	"protein_coding"	"Olr1624"
"ENSRNOG00000045723"	"miRNA"	"AABR07030921.1"
"ENSRNOG00000045751"	"protein_coding"	"LOC688321"
"ENSRNOG00000045893"	"miRNA"	"AC129244.1"
"ENSRNOG00000045926"	"protein_coding"	"Lrrc45"
"ENSRNOG00000045985"	"protein_coding"	"AC131537.1"
"ENSRNOG00000046052"	"protein_coding"	"AABR07017623.2"
"ENSRNOG00000046076"	"protein_coding"	"Tspan10"
"ENSRNOG00000046089"	"protein_coding"	"AABR07017763.1"
"ENSRNOG00000046129"	"protein_coding"	"Olr1617"
"ENSRNOG00000046197"	"protein_coding"	"AABR07017658.1"
"ENSRNOG00000046202"	"protein_coding"	"Metrnl"
"ENSRNOG00000046260"	"protein_coding"	"LOC688320"
"ENSRNOG00000046292"	"protein_coding"	"AABR07017635.1"
"ENSRNOG00000046410"	"miRNA"	"AC131537.2"
"ENSRNOG00000046417"	"protein_coding"	"AABR07017714.1"
"ENSRNOG00000046466"	"protein_coding"	"AABR07017677.1"
"ENSRNOG00000046482"	"protein_coding"	"Znf750"
"ENSRNOG00000046567"	"protein_coding"	"AABR07017676.1"
"ENSRNOG00000046582"	"protein_coding"	"LOC103693822"
"ENSRNOG00000046681"	"protein_coding"	"AABR07017769.1"
"ENSRNOG00000046698"	"protein_coding"	"Gps1"
"ENSRNOG00000046767"	"protein_coding"	"AABR07030977.1"
"ENSRNOG00000046840"	"protein_coding"	"AABR07017768.1"
"ENSRNOG00000046912"	"protein_coding"	"Nr1d2"
"ENSRNOG00000046920"	"protein_coding"	"Snip1"
"ENSRNOG00000046943"	"protein_coding"	"AABR07017768.2"
"ENSRNOG00000046946"	"protein_coding"	"Ptchd3"
"ENSRNOG00000046956"	"protein_coding"	"AABR07017676.2"
"ENSRNOG00000046957"	"protein_coding"	"AABR07017748.1"
"ENSRNOG00000046962"	"protein_coding"	"Pde6g"
"ENSRNOG00000047005"	"protein_coding"	"Kcnk5"
"ENSRNOG00000047017"	"miRNA"	"AABR07016873.1"
"ENSRNOG00000047018"	"protein_coding"	"AABR07017599.1"
"ENSRNOG00000047041"	"miRNA"	"AC131537.3"
"ENSRNOG00000047042"	"protein_coding"	"Olr1631"
"ENSRNOG00000047078"	"protein_coding"	"AABR07017662.2"
"ENSRNOG00000047226"	"protein_coding"	"AABR07017656.1"
"ENSRNOG00000047250"	"protein_coding"	"Gmfb"
"ENSRNOG00000047272"	"protein_coding"	"AABR07016992.2"
"ENSRNOG00000047274"	"protein_coding"	"AABR07017650.1"
"ENSRNOG00000047338"	"protein_coding"	"AABR07017693.1"
"ENSRNOG00000047388"	"protein_coding"	"Vom2r4"
"ENSRNOG00000047419"	"protein_coding"	"Olr1611"
"ENSRNOG00000047444"	"protein_coding"	"AABR07017783.1"
"ENSRNOG00000047502"	"processed_pseudogene"	"AABR07017237.1"
"ENSRNOG00000047517"	"protein_coding"	"Oxld1"
"ENSRNOG00000047531"	"protein_coding"	"Ccdc57"
"ENSRNOG00000047717"	"miRNA"	"Mir3562"
"ENSRNOG00000047738"	"protein_coding"	"Olr1642"
"ENSRNOG00000047787"	"protein_coding"	"Olr1641"
"ENSRNOG00000047797"	"protein_coding"	"AABR07017783.2"
"ENSRNOG00000047808"	"protein_coding"	"AABR07017707.1"
"ENSRNOG00000047814"	"miRNA"	"Mir3594"
"ENSRNOG00000047841"	"miRNA"	"AABR07017527.1"
"ENSRNOG00000047905"	"protein_coding"	"Dus1l"
"ENSRNOG00000047938"	"protein_coding"	"LOC688340"
"ENSRNOG00000048099"	"protein_coding"	"AABR07017669.1"
"ENSRNOG00000048115"	"protein_coding"	"AABR07017773.1"
"ENSRNOG00000048172"	"protein_coding"	"Rac3"
"ENSRNOG00000048195"	"protein_coding"	"Nudt13"
"ENSRNOG00000048322"	"protein_coding"	"LOC100911492"
"ENSRNOG00000048428"	"protein_coding"	"LOC108348179"
"ENSRNOG00000048492"	"pseudogene"	"AABR07017197.1"
"ENSRNOG00000048565"	"protein_coding"	"AABR07017624.1"
"ENSRNOG00000048575"	"protein_coding"	"Vom2r1"
"ENSRNOG00000048707"	"protein_coding"	"AABR07017745.1"
"ENSRNOG00000048712"	"protein_coding"	"Ccdc137"
"ENSRNOG00000048795"	"processed_transcript"	"Top2b"
"ENSRNOG00000048808"	"protein_coding"	"AABR07017624.2"
"ENSRNOG00000048856"	"protein_coding"	"Olr1619"
"ENSRNOG00000048857"	"protein_coding"	"Olr1640"
"ENSRNOG00000048980"	"protein_coding"	"Gng2"
"ENSRNOG00000049030"	"protein_coding"	"AABR07017789.1"
"ENSRNOG00000049065"	"protein_coding"	"AABR07017735.1"
"ENSRNOG00000049099"	"protein_coding"	"AABR07017250.1"
"ENSRNOG00000049108"	"protein_coding"	"AABR07017772.1"
"ENSRNOG00000049130"	"miRNA"	"AABR07017259.1"
"ENSRNOG00000049182"	"protein_coding"	"AABR07017768.3"
"ENSRNOG00000049207"	"miRNA"	"AABR07030951.1"
"ENSRNOG00000049235"	"protein_coding"	"Arl16"
"ENSRNOG00000049239"	"protein_coding"	"AABR07017006.1"
"ENSRNOG00000049342"	"protein_coding"	"LOC103693854"
"ENSRNOG00000049482"	"protein_coding"	"AABR07017681.1"
"ENSRNOG00000049553"	"protein_coding"	"AABR07017647.1"
"ENSRNOG00000049577"	"protein_coding"	"AABR07017595.1"
"ENSRNOG00000049583"	"protein_coding"	"AABR07017733.1"
"ENSRNOG00000049635"	"protein_coding"	"Vom2r65"
"ENSRNOG00000049670"	"protein_coding"	"AABR07017597.1"
"ENSRNOG00000049724"	"protein_coding"	"B3gntl1"
"ENSRNOG00000049773"	"protein_coding"	"LOC688340"
"ENSRNOG00000049830"	"protein_coding"	"AABR07017639.1"
"ENSRNOG00000049843"	"protein_coding"	"AABR07016950.1"
"ENSRNOG00000049936"	"protein_coding"	"Olr1615"
"ENSRNOG00000050229"	"transcribed_processed_pseudogene"	"LOC102550314"
"ENSRNOG00000050295"	"protein_coding"	"Rnase17"
"ENSRNOG00000050298"	"protein_coding"	"Rfng"
"ENSRNOG00000050315"	"protein_coding"	"Dcxr"
"ENSRNOG00000050394"	"protein_coding"	"AABR07017658.2"
"ENSRNOG00000050502"	"miRNA"	"AC117101.2"
"ENSRNOG00000050740"	"protein_coding"	"AABR07017714.2"
"ENSRNOG00000050808"	"protein_coding"	"AABR07017657.1"
"ENSRNOG00000050968"	"protein_coding"	"Ptger2"
"ENSRNOG00000050975"	"protein_coding"	"Olr1639"
"ENSRNOG00000051054"	"transcribed_processed_pseudogene"	"AABR07016975.1"
"ENSRNOG00000051328"	"processed_pseudogene"	"AABR07017308.1"
"ENSRNOG00000051342"	"processed_pseudogene"	"AABR07017296.1"
"ENSRNOG00000051485"	"protein_coding"	"AABR07017768.4"
"ENSRNOG00000051560"	"lincRNA"	"AABR07016865.1"
"ENSRNOG00000051622"	"snRNA"	"RF00026"
"ENSRNOG00000051706"	"protein_coding"	"Tep1"
"ENSRNOG00000051721"	"processed_pseudogene"	"AABR07016966.1"
"ENSRNOG00000051843"	"protein_coding"	"AABR07017745.2"
"ENSRNOG00000051860"	"protein_coding"	"AC114343.1"
"ENSRNOG00000051924"	"lincRNA"	"AABR07017266.1"
"ENSRNOG00000052100"	"protein_coding"	"Eddm3b"
"ENSRNOG00000052303"	"protein_coding"	"LOC103693383"
"ENSRNOG00000052354"	"protein_coding"	"Arhgef40"
"ENSRNOG00000052692"	"snoRNA"	"RF00432"
"ENSRNOG00000052737"	"protein_coding"	"AABR07017669.2"
"ENSRNOG00000052828"	"protein_coding"	"AABR07017693.2"
"ENSRNOG00000052843"	"protein_coding"	"AABR07017662.3"
"ENSRNOG00000052920"	"lincRNA"	"AABR07017506.1"
"ENSRNOG00000053022"	"protein_coding"	"Olr1616"
"ENSRNOG00000053065"	"snoRNA"	"RF00156"
"ENSRNOG00000053066"	"misc_RNA"	"RF00100"
"ENSRNOG00000053129"	"pseudogene"	"Olr1610"
"ENSRNOG00000053359"	"protein_coding"	"AABR07017781.1"
"ENSRNOG00000053368"	"lincRNA"	"AABR07016947.1"
"ENSRNOG00000053457"	"protein_coding"	"Rnase3"
"ENSRNOG00000053459"	"protein_coding"	"AABR07017617.1"
"ENSRNOG00000053473"	"snRNA"	"RF00026"
"ENSRNOG00000053509"	"lincRNA"	"AABR07017716.1"
"ENSRNOG00000053511"	"lincRNA"	"AABR07017113.1"
"ENSRNOG00000053595"	"pseudogene"	"AABR07016975.2"
"ENSRNOG00000053633"	"protein_coding"	"LOC103690354"
"ENSRNOG00000053714"	"misc_RNA"	"RF00100"
"ENSRNOG00000053763"	"protein_coding"	"AABR07017748.2"
"ENSRNOG00000053791"	"protein_coding"	"AABR07017693.3"
"ENSRNOG00000053848"	"lincRNA"	"LOC102552344"
"ENSRNOG00000053868"	"lincRNA"	"AABR07017237.2"
"ENSRNOG00000053941"	"snoRNA"	"RF00287"
"ENSRNOG00000053951"	"snRNA"	"RF00026"
"ENSRNOG00000053976"	"snoRNA"	"RF00560"
"ENSRNOG00000053992"	"protein_coding"	"Olr1633"
"ENSRNOG00000054041"	"snoRNA"	"RF00263"
"ENSRNOG00000054135"	"snRNA"	"RF00003"
"ENSRNOG00000054173"	"lincRNA"	"LOC102548428"
"ENSRNOG00000054267"	"protein_coding"	"AABR07017617.2"
"ENSRNOG00000054269"	"protein_coding"	"AABR07017597.2"
"ENSRNOG00000054270"	"protein_coding"	"AABR07017604.1"
"ENSRNOG00000054415"	"lincRNA"	"AABR07017103.1"
"ENSRNOG00000054493"	"ribozyme"	"Rpph1"
"ENSRNOG00000054569"	"protein_coding"	"AABR07017745.3"
"ENSRNOG00000054585"	"lincRNA"	"AABR07016919.1"
"ENSRNOG00000054660"	"snoRNA"	"RF00554"
"ENSRNOG00000054707"	"snRNA"	"RF00026"
"ENSRNOG00000054752"	"misc_RNA"	"RF00100"
"ENSRNOG00000054782"	"protein_coding"	"Ppp3cb"
"ENSRNOG00000054783"	"processed_pseudogene"	"AABR07017141.1"
"ENSRNOG00000054804"	"protein_coding"	"AABR07017783.3"
"ENSRNOG00000054833"	"miRNA"	"AABR07017511.1"
"ENSRNOG00000055146"	"protein_coding"	"AABR07017786.1"
"ENSRNOG00000055238"	"protein_coding"	"AABR07017639.2"
"ENSRNOG00000055328"	"lincRNA"	"AABR07017268.1"
"ENSRNOG00000055393"	"lincRNA"	"AABR07017208.1"
"ENSRNOG00000055402"	"protein_coding"	"AABR07017634.1"
"ENSRNOG00000055488"	"lincRNA"	"AABR07017200.1"
"ENSRNOG00000055587"	"misc_RNA"	"RF00017"
"ENSRNOG00000055682"	"snRNA"	"RF00026"
"ENSRNOG00000055787"	"snoRNA"	"RF01229"
"ENSRNOG00000055932"	"snoRNA"	"RF00432"
"ENSRNOG00000055948"	"lincRNA"	"AABR07016841.2"
"ENSRNOG00000055977"	"processed_pseudogene"	"AABR07017140.1"
"ENSRNOG00000056086"	"lincRNA"	"AABR07017198.1"
"ENSRNOG00000056186"	"protein_coding"	"Otx2"
"ENSRNOG00000056328"	"lincRNA"	"AABR07017227.1"
"ENSRNOG00000056479"	"snoRNA"	"RF00568"
"ENSRNOG00000056617"	"protein_coding"	"Zswim8"
"ENSRNOG00000056700"	"snRNA"	"RF00026"
"ENSRNOG00000056821"	"snRNA"	"RF00003"
"ENSRNOG00000056859"	"miRNA"	"AABR07017198.2"
"ENSRNOG00000056911"	"pseudogene"	"AABR07016950.2"
"ENSRNOG00000057064"	"protein_coding"	"LOC103694853"
"ENSRNOG00000057080"	"protein_coding"	"AABR07030926.1"
"ENSRNOG00000057083"	"snRNA"	"RF00004"
"ENSRNOG00000057123"	"snoRNA"	"RF00560"
"ENSRNOG00000057155"	"lincRNA"	"AABR07017270.1"
"ENSRNOG00000057168"	"snoRNA"	"RF00560"
"ENSRNOG00000057185"	"lincRNA"	"AABR07017770.1"
"ENSRNOG00000057251"	"snoRNA"	"RF00560"
"ENSRNOG00000057267"	"protein_coding"	"AABR07017798.2"
"ENSRNOG00000057354"	"protein_coding"	"AABR07016883.1"
"ENSRNOG00000057684"	"lincRNA"	"AABR07017649.1"
"ENSRNOG00000057709"	"snoRNA"	"RF00377"
"ENSRNOG00000057755"	"protein_coding"	"NEWGENE_1304700"
"ENSRNOG00000057795"	"protein_coding"	"Dusp13"
"ENSRNOG00000057812"	"snoRNA"	"RF00139"
"ENSRNOG00000057837"	"protein_coding"	"AABR07017236.2"
"ENSRNOG00000057844"	"lincRNA"	"AABR07017176.1"
"ENSRNOG00000057894"	"misc_RNA"	"RF00100"
"ENSRNOG00000057904"	"lincRNA"	"LOC102554608"
"ENSRNOG00000057947"	"snoRNA"	"RF00560"
"ENSRNOG00000057954"	"misc_RNA"	"RF00100"
"ENSRNOG00000058061"	"snRNA"	"RF00026"
"ENSRNOG00000058237"	"protein_coding"	"AABR07017662.4"
"ENSRNOG00000058267"	"lincRNA"	"AABR07017237.3"
"ENSRNOG00000058284"	"snoRNA"	"RF00091"
"ENSRNOG00000058309"	"lincRNA"	"AABR07016934.1"
"ENSRNOG00000058360"	"snoRNA"	"RF00560"
"ENSRNOG00000058374"	"snRNA"	"RF00026"
"ENSRNOG00000058452"	"snRNA"	"RF00026"
"ENSRNOG00000058479"	"snoRNA"	"RF01168"
"ENSRNOG00000058491"	"pseudogene"	"AABR07017104.1"
"ENSRNOG00000058519"	"lincRNA"	"AABR07017189.1"
"ENSRNOG00000058584"	"snRNA"	"RF00026"
"ENSRNOG00000058777"	"lincRNA"	"AABR07030919.1"
"ENSRNOG00000058787"	"lincRNA"	"AABR07017649.2"
"ENSRNOG00000058822"	"protein_coding"	"AABR07030995.1"
"ENSRNOG00000058922"	"lincRNA"	"AABR07017765.1"
"ENSRNOG00000058949"	"lincRNA"	"AABR07017540.1"
"ENSRNOG00000058996"	"lincRNA"	"AABR07017626.1"
"ENSRNOG00000059001"	"protein_coding"	"AABR07017737.1"
"ENSRNOG00000059022"	"protein_coding"	"AABR07017768.5"
"ENSRNOG00000059034"	"snoRNA"	"RF00560"
"ENSRNOG00000059044"	"lincRNA"	"AABR07017768.6"
"ENSRNOG00000059046"	"snRNA"	"RF00026"
"ENSRNOG00000059064"	"lincRNA"	"AABR07017512.1"
"ENSRNOG00000059269"	"lincRNA"	"AABR07017491.1"
"ENSRNOG00000059282"	"protein_coding"	"Olr1632"
"ENSRNOG00000059383"	"processed_pseudogene"	"AABR07017238.1"
"ENSRNOG00000059413"	"snRNA"	"RF00026"
"ENSRNOG00000059559"	"miRNA"	"AC110474.2"
"ENSRNOG00000059767"	"snRNA"	"RF00026"
"ENSRNOG00000059778"	"protein_coding"	"AABR07017768.7"
"ENSRNOG00000060016"	"protein_coding"	"AABR07017783.4"
"ENSRNOG00000060147"	"protein_coding"	"AABR07017798.3"
"ENSRNOG00000060201"	"lincRNA"	"AABR07017701.1"
"ENSRNOG00000060365"	"lincRNA"	"AABR07016845.1"
"ENSRNOG00000060389"	"protein_coding"	"AABR07017763.2"
"ENSRNOG00000060401"	"protein_coding"	"Dusp13"
"ENSRNOG00000060406"	"lincRNA"	"AABR07017159.1"
"ENSRNOG00000060582"	"protein_coding"	"AABR07017768.8"
"ENSRNOG00000060669"	"miRNA"	"AC131537.4"
"ENSRNOG00000060785"	"protein_coding"	"AABR07031019.1"
"ENSRNOG00000060802"	"protein_coding"	"AABR07017045.1"
"ENSRNOG00000060863"	"lincRNA"	"AABR07017145.1"
"ENSRNOG00000060872"	"lincRNA"	"AABR07017513.1"
"ENSRNOG00000060960"	"snRNA"	"RF00015"
"ENSRNOG00000061006"	"lincRNA"	"AABR07017208.2"
"ENSRNOG00000061047"	"lincRNA"	"AABR07017159.2"
"ENSRNOG00000061120"	"snRNA"	"RF00026"
"ENSRNOG00000061188"	"lincRNA"	"AABR07017528.1"
"ENSRNOG00000061269"	"snRNA"	"RF00026"
"ENSRNOG00000061275"	"lincRNA"	"AC093960.1"
"ENSRNOG00000061290"	"protein_coding"	"AABR07017745.4"
"ENSRNOG00000061293"	"lincRNA"	"AABR07017770.2"
"ENSRNOG00000061398"	"snRNA"	"RF00003"
"ENSRNOG00000061555"	"snRNA"	"RF00026"
"ENSRNOG00000061691"	"lincRNA"	"LOC102550455"
"ENSRNOG00000061796"	"lincRNA"	"AABR07016947.2"
"ENSRNOG00000061833"	"protein_coding"	"AABR07017635.2"
"ENSRNOG00000061838"	"snoRNA"	"RF00560"
"ENSRNOG00000061888"	"lincRNA"	"AABR07016856.1"
"ENSRNOG00000061896"	"lincRNA"	"AABR07017269.1"
"ENSRNOG00000000155"	"protein_coding"	"Cog3"
"ENSRNOG00000001030"	"protein_coding"	"Tsc22d1"
"ENSRNOG00000001033"	"protein_coding"	"Nufip1"
"ENSRNOG00000001037"	"protein_coding"	"Gpalpp1"
"ENSRNOG00000001049"	"protein_coding"	"Tpt1"
"ENSRNOG00000001052"	"protein_coding"	"Slc25a30"
"ENSRNOG00000008053"	"protein_coding"	"Atp8a2"
"ENSRNOG00000008059"	"protein_coding"	"Rnf17"
"ENSRNOG00000008351"	"protein_coding"	"RGD1308117"
"ENSRNOG00000008543"	"protein_coding"	"Pdlim2"
"ENSRNOG00000008734"	"protein_coding"	"Zmym2"
"ENSRNOG00000008829"	"protein_coding"	"Sorbs3"
"ENSRNOG00000008847"	"protein_coding"	"Gja3"
"ENSRNOG00000008855"	"protein_coding"	"Gjb2"
"ENSRNOG00000008989"	"protein_coding"	"Cryl1"
"ENSRNOG00000009063"	"protein_coding"	"Dnajc15"
"ENSRNOG00000009074"	"protein_coding"	"AABR07017902.1"
"ENSRNOG00000009075"	"protein_coding"	"Trim13"
"ENSRNOG00000009090"	"protein_coding"	"Dad1"
"ENSRNOG00000009181"	"protein_coding"	"Dleu7"
"ENSRNOG00000009192"	"protein_coding"	"Rnaseh2b"
"ENSRNOG00000009244"	"protein_coding"	"Abhd4"
"ENSRNOG00000009278"	"protein_coding"	"Ift88"
"ENSRNOG00000009412"	"protein_coding"	"Lrch1"
"ENSRNOG00000009440"	"protein_coding"	"Gucy1b2"
"ENSRNOG00000009449"	"protein_coding"	"Trim35"
"ENSRNOG00000009471"	"protein_coding"	"Epsti1"
"ENSRNOG00000009512"	"protein_coding"	"Esd"
"ENSRNOG00000009522"	"protein_coding"	"Adra1a"
"ENSRNOG00000009559"	"protein_coding"	"LOC103689974"
"ENSRNOG00000009625"	"protein_coding"	"Dpysl2"
"ENSRNOG00000009713"	"protein_coding"	"Oxa1l"
"ENSRNOG00000009745"	"protein_coding"	"Ppp3cc"
"ENSRNOG00000009802"	"protein_coding"	"Fam124a"
"ENSRNOG00000009814"	"protein_coding"	"Serpine3"
"ENSRNOG00000009815"	"protein_coding"	"Pnma2"
"ENSRNOG00000009820"	"protein_coding"	"Bnip3l"
"ENSRNOG00000009832"	"protein_coding"	"Slc39a14"
"ENSRNOG00000009849"	"protein_coding"	"Eef1akmt1"
"ENSRNOG00000009871"	"protein_coding"	"Piwil2"
"ENSRNOG00000009873"	"protein_coding"	"Ints6"
"ENSRNOG00000009987"	"protein_coding"	"Akap11"
"ENSRNOG00000010028"	"protein_coding"	"Polr3d"
"ENSRNOG00000010042"	"protein_coding"	"Wdfy2"
"ENSRNOG00000010063"	"protein_coding"	"Htr2a"
"ENSRNOG00000010065"	"protein_coding"	"Dgkh"
"ENSRNOG00000010137"	"protein_coding"	"Xpo4"
"ENSRNOG00000010296"	"protein_coding"	"Slc7a7"
"ENSRNOG00000010319"	"protein_coding"	"Lcp1"
"ENSRNOG00000010331"	"protein_coding"	"Ctsb"
"ENSRNOG00000010555"	"protein_coding"	"LOC108348161"
"ENSRNOG00000010696"	"protein_coding"	"Neil2"
"ENSRNOG00000010708"	"protein_coding"	"Gata4"
"ENSRNOG00000010732"	"protein_coding"	"Sap18"
"ENSRNOG00000010798"	"protein_coding"	"Blk"
"ENSRNOG00000010855"	"protein_coding"	"Mrpl57"
"ENSRNOG00000010890"	"protein_coding"	"Bmp1"
"ENSRNOG00000010935"	"protein_coding"	"Cpb2"
"ENSRNOG00000010947"	"protein_coding"	"Mmp14"
"ENSRNOG00000011024"	"protein_coding"	"Zdhhc20"
"ENSRNOG00000011158"	"protein_coding"	"Ppp2r2a"
"ENSRNOG00000011168"	"protein_coding"	"Micu2"
"ENSRNOG00000011177"	"protein_coding"	"Sftpc"
"ENSRNOG00000011237"	"protein_coding"	"Zc3h13"
"ENSRNOG00000011316"	"protein_coding"	"Fam167a"
"ENSRNOG00000011323"	"protein_coding"	"Lgi3"
"ENSRNOG00000011342"	"protein_coding"	"Tdh"
"ENSRNOG00000011373"	"protein_coding"	"Reep4"
"ENSRNOG00000011427"	"protein_coding"	"Hr"
"ENSRNOG00000011471"	"protein_coding"	"Fgf9"
"ENSRNOG00000011548"	"protein_coding"	"Ebf2"
"ENSRNOG00000011560"	"protein_coding"	"Mtmr9"
"ENSRNOG00000011592"	"protein_coding"	"Lrp10"
"ENSRNOG00000011603"	"protein_coding"	"Cab39l"
"ENSRNOG00000011634"	"protein_coding"	"Xkr6"
"ENSRNOG00000011646"	"protein_coding"	"Rem2"
"ENSRNOG00000011657"	"protein_coding"	"Kbtbd6"
"ENSRNOG00000011678"	"protein_coding"	"Wbp4"
"ENSRNOG00000011762"	"protein_coding"	"Elf1"
"ENSRNOG00000011831"	"protein_coding"	"Nudt18"
"ENSRNOG00000012012"	"protein_coding"	"Pinx1"
"ENSRNOG00000012014"	"protein_coding"	"Fam160b2"
"ENSRNOG00000012046"	"protein_coding"	"Prmt5"
"ENSRNOG00000012049"	"protein_coding"	"Sox7"
"ENSRNOG00000012209"	"protein_coding"	"Cdadc1"
"ENSRNOG00000012273"	"protein_coding"	"Dmtn"
"ENSRNOG00000012402"	"protein_coding"	"RGD1565212"
"ENSRNOG00000012440"	"protein_coding"	"Msra"
"ENSRNOG00000012521"	"protein_coding"	"Shisa2"
"ENSRNOG00000012594"	"protein_coding"	"Sugt1"
"ENSRNOG00000012644"	"protein_coding"	"Nup58"
"ENSRNOG00000012791"	"protein_coding"	"Ajuba"
"ENSRNOG00000012821"	"protein_coding"	"Cnmd"
"ENSRNOG00000012912"	"protein_coding"	"Fgf17"
"ENSRNOG00000012918"	"protein_coding"	"Mtmr6"
"ENSRNOG00000012951"	"protein_coding"	"Kctd9"
"ENSRNOG00000013089"	"protein_coding"	"Kif13b"
"ENSRNOG00000013101"	"protein_coding"	"Pcdh8"
"ENSRNOG00000013280"	"protein_coding"	"Olfm4"
"ENSRNOG00000013288"	"protein_coding"	"Xpo7"
"ENSRNOG00000013317"	"protein_coding"	"RGD1565222"
"ENSRNOG00000013326"	"protein_coding"	"Hmbox1"
"ENSRNOG00000013386"	"protein_coding"	"Psmb5"
"ENSRNOG00000013433"	"protein_coding"	"Gnrh1"
"ENSRNOG00000013441"	"protein_coding"	"Gnrh1"
"ENSRNOG00000013459"	"protein_coding"	"LOC102549712"
"ENSRNOG00000013503"	"protein_coding"	"Cdh24"
"ENSRNOG00000013533"	"protein_coding"	"Acin1"
"ENSRNOG00000013581"	"protein_coding"	"Extl3"
"ENSRNOG00000013623"	"protein_coding"	"Amer2"
"ENSRNOG00000013658"	"protein_coding"	"Nefl"
"ENSRNOG00000013707"	"protein_coding"	"Spata13"
"ENSRNOG00000013793"	"protein_coding"	"C1qtnf9"
"ENSRNOG00000013876"	"protein_coding"	"Mipep"
"ENSRNOG00000013916"	"protein_coding"	"Nefm"
"ENSRNOG00000013922"	"protein_coding"	"Dok2"
"ENSRNOG00000014003"	"protein_coding"	"Fbxo16"
